Total Length of Bwd Packet,Flow Bytes/s,Total TCP Flow Time,Total Fwd Packet,Fwd IAT Std,Bwd Packet Length Std,Flow Duration,Average Packet Size
0.0,2.329232507327134,106043514,5,49075230.31503341,0.0,106043514,27.444444444444443
0.0,363636.3636363637,594294808,1,0.0,0.0,22,4.0
0.0,24.06601281743909,105584586,16,13464761.63086066,0.0,105584586,133.73684210526315
0.0,24.75379810061896,102650914,14,14338717.266,0.0,102650914,149.47058823529412
0.0,24.061208760700318,105605667,16,13465745.412206143,0.0,105605667,133.73684210526315
0.0,131147.54098360657,373171534,1,0.0,0.0,61,4.0
0.0,0.1584199871685751,1039068667,2,0.0,0.0,100997357,4.0
0.0,150943.3962264151,1101388436,1,0.0,0.0,53,4.0
0.0,0.15237493284551,833061150,2,0.0,0.0,105004148,4.0
0.0,24.756954614373846,102637826,14,14338062.755004968,0.0,102637826,149.47058823529412
0.0,0.1600004384012012,706035737,2,0.0,0.0,99999726,4.0
0.0,88888.88888888889,1016221416,1,0.0,0.0,90,4.0
483.0,6.36296778666563,1277194632,3,54548977.64560403,278.86018001858923,77165250,81.83333333333333
0.0,24.0539920392362,105637351,16,13464919.661500402,0.0,105637351,133.73684210526315
0.0,81632.6530612245,169078548,1,0.0,0.0,98,4.0
0.0,0.135577473819672,772183509,2,0.0,0.0,118013705,4.0
0.0,0.1367350226694703,408135742,2,0.0,0.0,117014644,4.0
0.0,66115.70247933884,134112623,1,0.0,0.0,121,4.0
0.0,24.506550337611728,103686564,15,13918274.47754855,0.0,103686564,141.16666666666666
0.0,0.1523747848301378,833064278,2,0.0,0.0,105004250,4.0
0.0,23.07492334925619,103575642,15,13898254.83342805,0.0,103575642,132.77777777777777
0.0,24.061945846095668,105602432,16,13465609.449637268,0.0,105602432,133.73684210526315
0.0,34.20172819650524,67774353,14,6877358.310734574,0.0,67774353,136.35294117647058
0.0,0.1600008768048048,706007494,2,0.0,0.0,99999452,4.0
483.0,4.237230908329839,1263138398,3,81932091.50502513,278.86018001858923,115877565,81.83333333333333
0.0,24.03668514644102,105713412,16,13485397.060652995,0.0,105713412,133.73684210526315
0.0,0.1584153616326667,628065539,2,0.0,0.0,101000306,4.0
483.0,4.237197815953214,1261135325,3,81930706.28284079,278.86018001858923,115878470,81.83333333333333
0.0,0.1584154494667092,628062252,2,0.0,0.0,101000250,4.0
0.0,0.1600015552151167,306008523,2,0.0,0.0,99999028,4.0
0.0,24.74762920926153,102676502,14,14348350.815433769,0.0,102676502,149.47058823529412
483.0,1311.3308906581449,544485,5,270223.31435237656,241.5,544485,79.33333333333333
0.0,496.3980697063228,1396057,6,412908.54241369246,0.0,1396057,86.625
0.0,24.736198566509547,102723949,14,14359506.48024776,0.0,102723949,149.47058823529412
0.0,0.1584158180570567,1118009121,2,0.0,0.0,101000015,4.0
0.0,186046.51162790696,821295489,1,0.0,0.0,43,4.0
0.0,0.1600005792020967,700044657,2,0.0,0.0,99999638,4.0
0.0,0.1367349864450762,408136535,2,0.0,0.0,117014675,4.0
483.0,8.498637898552365,1262133047,3,40845883.20809824,278.86018001858923,57773964,81.83333333333333
0.0,24.055098956769832,105632490,16,13465683.561895791,0.0,105632490,133.73684210526315
0.0,24.03558560675353,105718248,16,13485232.862829965,0.0,105718248,133.73684210526315
0.0,0.1523748370708246,833062359,2,0.0,0.0,105004214,4.0
0.0,24.532404027975517,103577293,15,13897864.45420182,0.0,103577293,141.16666666666666
0.0,24.052071969100066,105645784,16,13474634.765381748,0.0,105645784,133.73684210526315
0.0,2.3293874139255983,106036462,5,49076186.85215282,0.0,106036462,27.444444444444443
0.0,24.048503133526584,105661462,16,13484978.180737106,0.0,105661462,133.73684210526315
0.0,0.1599986160119715,506037244,2,0.0,0.0,100000865,4.0
0.0,24.057870226905766,105620322,16,13475275.873943694,0.0,105620322,133.73684210526315
0.0,275862.0689655172,198163489,1,0.0,0.0,29,4.0
0.0,24.76399889560946,102608630,14,14339014.379408916,0.0,102608630,149.47058823529412
0.0,24.0447549253258,105677933,16,13475131.743549336,0.0,105677933,133.73684210526315
0.0,24.514270141584237,103653912,15,13918571.438144537,0.0,103653912,141.16666666666666
0.0,0.1600006048022861,706029744,2,0.0,0.0,99999622,4.0
483.0,8.498525367379914,1260106365,3,40842143.32033255,278.86018001858923,57774729,81.83333333333333
0.0,0.1600007504035193,426063075,2,0.0,0.0,99999531,4.0
0.0,24.76367453323787,102609974,14,14339021.324893216,0.0,102609974,149.47058823529412
0.0,24.514036717164718,103654899,15,13908656.6323104,0.0,103654899,141.16666666666666
0.0,24.53385151093477,103571182,15,13897523.139243744,0.0,103571182,141.16666666666666
483.0,4.237170135765576,1260123631,3,81928206.66036929,278.86018001858923,115879227,81.83333333333333
0.0,23.064596842669,103622015,15,13899136.949991737,0.0,103622015,132.77777777777777
0.0,24.498980660180717,103718601,15,13919230.76466472,0.0,103718601,141.16666666666666
0.0,170212.76595744683,172097686,1,0.0,0.0,47,4.0
0.0,5.422738545587942,44073672,4,25445095.09053069,0.0,44073672,34.142857142857146
0.0,4.502745685771465,53078725,4,30644205.85614222,0.0,53078725,34.142857142857146
0.0,0.1600002720004624,1134048827,2,0.0,0.0,99999830,4.0
483.0,8.903385914143543,1277180834,3,38980498.04266873,278.86018001858923,55147559,81.83333333333333
0.0,0.135578664016149,1154125973,2,0.0,0.0,118012669,4.0
483.0,1299.9615837683227,549247,5,273198.56832393905,241.5,549247,79.33333333333333
0.0,24.74538378079256,102685819,14,14358555.461539168,0.0,102685819,149.47058823529412
0.0,24.756758032289223,102638641,14,14337724.692753129,0.0,102638641,149.47058823529412
0.0,24.74904941151124,102670610,14,14360257.587291151,0.0,102670610,149.47058823529412
0.0,0.1600008288042932,706021333,2,0.0,0.0,99999482,4.0
0.0,24.7416830992922,102701178,14,14359860.606740892,0.0,102701178,149.47058823529412
0.0,87912.08791208791,882368813,1,0.0,0.0,91,4.0
483.0,4.23719682867478,1262135310,3,81930996.90372786,278.86018001858923,115878497,81.83333333333333
0.0,173913.04347826086,821305601,1,0.0,0.0,46,4.0
0.0,0.1367350238379995,408134054,2,0.0,0.0,117014643,4.0
0.0,24.05225956827472,105644960,16,13475298.20702184,0.0,105644960,133.73684210526315
0.0,24.50893181770459,103676489,15,13908978.223630227,0.0,103676489,141.16666666666666
0.0,23.291250331912497,102613641,14,14348981.333794266,0.0,102613641,140.58823529411765
0.0,24.742015558784253,102699798,14,14359606.517549224,0.0,102699798,149.47058823529412
0.0,0.1600009520056644,702000261,2,0.0,0.0,99999405,4.0
0.0,24.531341085938653,103581781,15,13897813.267280327,0.0,103581781,141.16666666666666
0.0,24.752116707798592,102657887,14,14349270.56444928,0.0,102657887,149.47058823529412
0.0,24.0483080822786,105662319,16,13474766.497733263,0.0,105662319,133.73684210526315
0.0,32.38877665452749,71568001,14,7418614.5019506,0.0,71568001,136.35294117647058
0.0,0.1599987760093635,506019686,2,0.0,0.0,100000765,4.0
0.0,24.0494019578144,105657513,16,13484628.56342478,0.0,105657513,133.73684210526315
0.0,24.762855218212355,102613369,14,14349977.28823421,0.0,102613369,149.47058823529412
0.0,0.1600004256011321,711021038,2,0.0,0.0,99999734,4.0
0.0,0.1600006384025472,1100044618,2,0.0,0.0,99999601,4.0
0.0,24.516938164982147,103642632,15,13908896.392397976,0.0,103642632,141.16666666666666
0.0,153846.15384615384,964344081,1,0.0,0.0,52,4.0
0.0,24.735727565505503,102725905,14,14360170.21967729,0.0,102725905,149.47058823529412
483.0,1756.26926965661,801130,8,118870.29395581914,278.86018001858923,801130,127.9090909090909
0.0,24.753010544724045,102654180,14,14359200.31404394,0.0,102654180,149.47058823529412
0.0,0.1568650027237647,310029329,2,0.0,0.0,101998532,4.0
0.0,8.227481675263984,29048986,5,13867513.709095376,0.0,29048986,29.875
483.0,147.2948644138451,15825399,14,1293004.5097781974,278.86018001858923,15825399,137.11764705882354
0.0,200000.0,882361144,1,0.0,0.0,40,4.0
0.0,0.1523775144539834,916028063,2,0.0,0.0,105002369,4.0
483.0,1320.8964335796295,540542,5,267455.1123740206,241.5,540542,79.33333333333333
0.0,129032.25806451612,381167545,1,0.0,0.0,62,4.0
0.0,24.044961295561063,105677026,16,13484599.85843424,0.0,105677026,133.73684210526315
0.0,0.158415692579299,1122031602,2,0.0,0.0,101000095,4.0
0.0,0.1367347387174761,415140476,2,0.0,0.0,117014887,4.0
0.0,0.1600008288042932,706018829,2,0.0,0.0,99999482,4.0
483.0,99.85363374856388,25657554,13,3090800.5898404825,278.86018001858923,25657554,160.125
0.0,24.773266843094053,102570243,14,14337846.227297394,0.0,102570243,149.47058823529412
483.0,1296.524623980621,550703,5,274321.82952920464,241.5,550703,79.33333333333333
0.0,24.757957352182352,102633669,14,14348480.823031995,0.0,102633669,149.47058823529412
0.0,24.76770384212588,102593281,14,14337611.81210265,0.0,102593281,149.47058823529412
0.0,24.05496960998705,105633058,16,13473915.481862308,0.0,105633058,133.73684210526315
483.0,147.16302083066992,15839577,14,1330090.1281172014,278.86018001858923,15839577,137.11764705882354
483.0,4.237203556803593,1261130444,3,81929991.39788501,278.86018001858923,115878313,81.83333333333333
0.0,0.1523727590800213,921031606,2,0.0,0.0,105005646,4.0
0.0,24.738748688583453,102713360,14,14360392.728216518,0.0,102713360,149.47058823529412
0.0,94117.64705882352,533151017,1,0.0,0.0,85,4.0
0.0,0.134435649645573,928137735,2,0.0,0.0,119016050,4.0
0.0,0.1599971552505796,1239062875,2,0.0,0.0,100001778,4.0
0.0,0.1600010304066358,900010143,2,0.0,0.0,99999356,4.0
0.0,24.75923061095248,102628391,14,14338714.77239207,0.0,102628391,149.47058823529412
0.0,24.746613329550478,102680717,14,14348985.069051871,0.0,102680717,149.47058823529412
0.0,125000.0,1016223475,1,0.0,0.0,64,4.0
483.0,6.362851933908499,1277202000,3,54548351.85610268,278.86018001858923,77166655,81.83333333333333
0.0,24.04875759253633,105660344,16,13484485.677807514,0.0,105660344,133.73684210526315
0.0,0.1600001584001568,300023964,2,0.0,0.0,99999901,4.0
0.0,24.763751520263856,102609655,14,14339443.091667945,0.0,102609655,149.47058823529412
0.0,0.1600005040015876,712030717,2,0.0,0.0,99999685,4.0
483.0,12.88789107038975,1261131140,3,26929364.852147263,278.86018001858923,38097777,81.83333333333333
483.0,23.72894297949501,1259105904,3,14616847.518639851,278.86018001858923,20692030,81.83333333333333
0.0,24.50676494731345,103685656,15,13908339.967363149,0.0,103685656,141.16666666666666
0.0,24.735778373032943,102725694,14,14360348.170873586,0.0,102725694,149.47058823529412
0.0,0.1600003104006021,300005472,2,0.0,0.0,99999806,4.0
0.0,24.04657460945183,105669936,16,13475302.245020594,0.0,105669936,133.73684210526315
0.0,495.7003537855627,1398022,6,413700.2954938515,0.0,1398022,86.625
0.0,24.761801892838523,102617734,14,14338793.256901857,0.0,102617734,149.47058823529412
483.0,4.2372273248210055,1263142143,3,81932247.068517,278.86018001858923,115877663,81.83333333333333
0.0,24.508687384439156,103677523,15,13918528.791808406,0.0,103677523,141.16666666666666
0.0,0.1584156439567214,1122040103,2,0.0,0.0,101000126,4.0
0.0,231.36138648569064,998438,4,575401.1438996276,0.0,998438,38.5
0.0,24.047845161177488,105664353,16,13475367.90293703,0.0,105664353,133.73684210526315
0.0,24.75410894097275,102649625,14,14348691.781943586,0.0,102649625,149.47058823529412
0.0,24.739444771307152,102710470,14,14359986.65364474,0.0,102710470,149.47058823529412
0.0,24.740309509937408,102706880,14,14360121.49449257,0.0,102706880,149.47058823529412
0.0,23.28043861826954,102661296,14,14349612.352717564,0.0,102661296,140.58823529411765
0.0,24.52097583717902,103625566,15,13908946.781672155,0.0,103625566,141.16666666666666
0.0,0.1600009008050715,306043774,2,0.0,0.0,99999437,4.0
483.0,1368.7653123430423,521638,5,251539.0441402686,241.5,521638,79.33333333333333
0.0,24.52067721304757,103626828,15,13908328.21852378,0.0,103626828,141.16666666666666
0.0,24.067852590133327,105576515,16,13464210.261041818,0.0,105576515,133.73684210526315
0.0,0.1467765834913734,497118859,2,0.0,0.0,109009214,4.0
0.0,24.52163558093376,103622778,15,13909263.7169187,0.0,103622778,141.16666666666666
0.0,0.1600010720071824,1100020416,2,0.0,0.0,99999330,4.0
0.0,24.043912871369876,105681634,16,13484010.381465085,0.0,105681634,133.73684210526315
0.0,24.75576600370641,102642754,14,14349081.565069009,0.0,102642754,149.47058823529412
0.0,24.750207242806752,102665807,14,14348993.181998655,0.0,102665807,149.47058823529412
0.0,153846.15384615384,792267335,1,0.0,0.0,52,4.0
0.0,24.758661753506253,102630749,14,14338229.542638265,0.0,102630749,149.47058823529412
483.0,23.72885123846722,1259110756,3,14617352.39288162,278.86018001858923,20692110,81.83333333333333
0.0,163265.306122449,526145644,1,0.0,0.0,49,4.0
0.0,37.65461214417447,61559524,14,6178881.667134906,0.0,61559524,144.875
0.0,85106.38297872341,526141988,1,0.0,0.0,94,4.0
0.0,0.1600003392007191,300006224,2,0.0,0.0,99999788,4.0
0.0,24.05319738035785,105640841,16,13474509.43786019,0.0,105640841,133.73684210526315
0.0,150943.3962264151,1082517089,1,0.0,0.0,53,4.0
0.0,24.062090534311647,105601797,16,13465056.144600349,0.0,105601797,133.73684210526315
0.0,24.034168358469707,105724482,16,13485083.417766318,0.0,105724482,133.73684210526315
483.0,6.363287496193205,1277163255,3,54547067.750188045,278.86018001858923,77161373,81.83333333333333
0.0,24.75897705845463,102629442,14,14338489.989229271,0.0,102629442,149.47058823529412
483.0,6.36307473776,1277180812,3,54548356.09874336,278.86018001858923,77163953,81.83333333333333
483.0,54.73993357662756,51315371,15,5074439.682944992,241.5,51315371,147.8421052631579
0.0,0.1523676905873878,713136608,2,0.0,0.0,105009139,4.0
0.0,0.1355774278665591,773191190,2,0.0,0.0,118013745,4.0
0.0,24.77337238992145,102569806,14,14337551.111901697,0.0,102569806,149.47058823529412
0.0,24.751188941040205,102661735,14,14359839.601836368,0.0,102661735,149.47058823529412
483.0,1338.6403988173467,533377,5,262434.84737025684,241.5,533377,79.33333333333333
0.0,24.763057206306925,102612532,14,14349257.736659791,0.0,102612532,149.47058823529412
0.0,24.76392987135738,102608916,14,14339245.06176388,0.0,102608916,149.47058823529412
0.0,1142857.142857143,171094660,1,0.0,0.0,7,4.0
0.0,24.74061302585,102705620,14,14360169.151988612,0.0,102705620,149.47058823529412
0.0,0.1355775393029118,771177247,2,0.0,0.0,118013648,4.0
0.0,24.035789318673057,105717352,16,13485454.850554986,0.0,105717352,133.73684210526315
0.0,24.053798948238413,105638199,16,13474472.98912813,0.0,105638199,133.73684210526315
483.0,54.39449163946147,51347111,15,4897955.240384896,241.5,51347111,147.0
0.0,2.2863396399374216,108032943,5,53331276.72948131,0.0,108032943,27.444444444444443
0.0,24.733771754768537,102734028,14,14360463.404813943,0.0,102734028,149.47058823529412
0.0,24.058654943944237,105616877,16,13475361.258086612,0.0,105616877,133.73684210526315
0.0,181818.18181818185,591283097,1,0.0,0.0,44,4.0
0.0,24.773207669636903,102570488,14,14337069.28447694,0.0,102570488,149.47058823529412
0.0,2.308324081112489,107004039,5,53500560.00226279,0.0,107004039,27.444444444444443
0.0,0.1600014432130177,306015733,2,0.0,0.0,99999098,4.0
0.0,24.755786986711872,102642667,14,14339020.379473584,0.0,102642667,149.47058823529412
0.0,0.1355786387414892,1155149355,2,0.0,0.0,118012691,4.0
0.0,0.1599986656111288,506024752,2,0.0,0.0,100000834,4.0
0.0,2.3299113758309677,106012616,5,49079509.06488897,0.0,106012616,27.444444444444443
0.0,24.052350409217944,105644561,16,13465837.732939163,0.0,105644561,133.73684210526315
0.0,2.329982343922053,106009387,5,49079935.44678425,0.0,106009387,27.444444444444443
0.0,24.7334337388098,102735432,14,14359983.960979884,0.0,102735432,149.47058823529412
0.0,0.1523750054021701,833057725,2,0.0,0.0,105004098,4.0
0.0,24.77426148253139,102566125,14,14338145.741476124,0.0,102566125,149.47058823529412
0.0,150943.3962264151,591285751,1,0.0,0.0,53,4.0
0.0,8.22593893930269,29054434,4,16773687.512127766,0.0,29054434,34.142857142857146
0.0,23.286580926514983,102634217,14,14338550.422493411,0.0,102634217,140.58823529411765
0.0,24.04875531649269,105660354,16,13484826.36730574,0.0,105660354,133.73684210526315
0.0,22.621319508949647,105652546,16,13474916.36703203,0.0,105652546,125.78947368421052
0.0,24.528430072168025,103594074,15,13898249.65067421,0.0,103594074,141.16666666666666
0.0,24.754826387417417,102646650,14,14338694.231960516,0.0,102646650,149.47058823529412
0.0,24.765791247439942,102601204,14,14339051.188960863,0.0,102601204,149.47058823529412
0.0,33.23242964539536,28044895,7,11058255.337014038,0.0,28044895,93.2
0.0,0.1600002624004303,1124035906,2,0.0,0.0,99999836,4.0
483.0,54.688056231704,51364049,15,4566782.672454319,241.5,51364049,147.8421052631579
0.0,39.58572159075103,58556467,14,6046881.176195992,0.0,58556467,144.875
0.0,24.746342442379856,102681841,14,14348928.56570436,0.0,102681841,149.47058823529412
0.0,24.53208451989552,103578642,15,13897903.530721186,0.0,103578642,141.16666666666666
0.0,24.505972706383687,103689008,15,13918240.077931784,0.0,103689008,141.16666666666666
0.0,186046.51162790696,964340226,1,0.0,0.0,43,4.0
0.0,2.4615871133380933,97091831,4,56055172.03993029,0.0,97091831,34.142857142857146
483.0,1345.405553095469,530695,5,259507.22931917844,241.5,530695,79.33333333333333
483.0,4.23720231356079,1261133732,3,81930483.54420471,278.86018001858923,115878347,81.83333333333333
0.0,137931.0344827586,821310286,1,0.0,0.0,58,4.0
0.0,24.51031222433736,103670650,15,13908759.81748936,0.0,103670650,141.16666666666666
0.0,24.057559998759345,105621684,16,13465855.367233489,0.0,105621684,133.73684210526315
0.0,0.1600005648019937,712029881,2,0.0,0.0,99999647,4.0
0.0,2.4617286936634803,97086247,4,56051826.872771285,0.0,97086247,34.142857142857146
483.0,6.362971332403736,1277189405,3,54548561.15970991,278.86018001858923,77165207,81.83333333333333
0.0,24.76673628286611,102597289,14,14338802.47239891,0.0,102597289,149.47058823529412
483.0,1357.2725285378904,526055,5,253471.89897945296,241.5,526055,79.33333333333333
0.0,115942.02898550723,824317314,1,0.0,0.0,69,4.0
0.0,24.761740843737268,102617987,14,14349209.384454869,0.0,102617987,149.47058823529412
0.0,0.1600013312110756,1100007472,2,0.0,0.0,99999168,4.0
0.0,0.160001129607975,306030818,2,0.0,0.0,99999294,4.0
0.0,0.1600016320166465,500009102,2,0.0,0.0,99998980,4.0
0.0,24.047826271461854,105664436,16,13485037.933695842,0.0,105664436,133.73684210526315
0.0,24.0432228451834,105684667,16,13484204.798326643,0.0,105684667,133.73684210526315
0.0,0.1599989536068434,224062550,2,0.0,0.0,100000654,4.0
0.0,0.1600011520082944,500033925,2,0.0,0.0,99999280,4.0
0.0,24.77222881260565,102574541,14,14336951.423138794,0.0,102574541,149.47058823529412
0.0,0.1600006368025344,900023765,2,0.0,0.0,99999602,4.0
0.0,4.502670017381625,53079617,4,30644756.070961088,0.0,53079617,34.142857142857146
0.0,24.065777366896903,105585619,16,13465305.083696608,0.0,105585619,133.73684210526315
0.0,90909.09090909093,169081363,1,0.0,0.0,88,4.0
0.0,0.1600002720004624,1123036416,2,0.0,0.0,99999830,4.0
0.0,0.1600009776059731,426057399,2,0.0,0.0,99999389,4.0
0.0,2.2313826132160592,107108480,4,61838542.51448834,0.0,107108480,34.142857142857146
0.0,24.762035957399707,102616764,14,14349395.594060332,0.0,102616764,149.47058823529412
0.0,94117.64705882352,891206406,1,0.0,0.0,85,4.0
0.0,24.746121688181788,102682757,14,14359314.058131697,0.0,102682757,149.47058823529412
0.0,24.059579130639637,105612820,16,13475095.935017075,0.0,105612820,133.73684210526315
0.0,0.1584157364964916,1122027641,2,0.0,0.0,101000067,4.0
0.0,24.04511010275788,105676372,16,13484775.468336005,0.0,105676372,133.73684210526315
0.0,0.1523747514541622,833067451,2,0.0,0.0,105004273,4.0
0.0,24.74172911308048,102700987,14,14359040.689742872,0.0,102700987,149.47058823529412
0.0,8.521520779835386,28046637,4,16192025.594749298,0.0,28046637,34.142857142857146
0.0,222222.22222222225,933287680,1,0.0,0.0,36,4.0
0.0,24.772426123477786,102573724,14,14337085.986266252,0.0,102573724,149.47058823529412
0.0,0.1467768904849734,481092492,2,0.0,0.0,109008986,4.0
0.0,177777.77777777778,373170066,1,0.0,0.0,45,4.0
0.0,24.75614949183546,102641164,14,14348695.254256207,0.0,102641164,149.47058823529412
0.0,0.1600011728085967,900000954,2,0.0,0.0,99999267,4.0
483.0,8.902958424072642,1277201475,3,38980452.78783473,278.86018001858923,55150207,81.83333333333333
0.0,0.1481448793588193,278099850,2,0.0,0.0,108002383,4.0
0.0,24.752846336229517,102654861,14,14349040.447443066,0.0,102654861,149.47058823529412
0.0,0.160000470401383,706032324,2,0.0,0.0,99999706,4.0
0.0,135593.22033898305,1016222455,1,0.0,0.0,59,4.0
0.0,24.74033432087933,102706777,14,14360015.480267258,0.0,102706777,149.47058823529412
0.0,24.060565585210053,105608490,16,13465243.564315822,0.0,105608490,133.73684210526315
0.0,0.1584157239487198,1122022837,2,0.0,0.0,101000075,4.0
0.0,24.745454388576636,102685526,14,14358923.488784552,0.0,102685526,149.47058823529412
483.0,1297.8703293027856,550132,5,273703.66204467684,241.5,550132,79.33333333333333
483.0,23.72882715656497,1259112324,3,14617428.053307204,278.86018001858923,20692131,81.83333333333333
483.0,12.887886334407158,1261130217,3,26929224.845004592,278.86018001858923,38097791,81.83333333333333
0.0,0.1600007280033124,1100037584,2,0.0,0.0,99999545,4.0
0.0,24.745371249760343,102685871,14,14359325.312187564,0.0,102685871,149.47058823529412
0.0,0.1600011168077953,900005988,2,0.0,0.0,99999302,4.0
0.0,0.1600001472001354,300019853,2,0.0,0.0,99999908,4.0
0.0,24.748674338866092,102672166,14,14348652.268270016,0.0,102672166,149.47058823529412
483.0,4.237169367892342,1261130722,3,81929094.0793797,278.86018001858923,115879248,81.83333333333333
0.0,4.680089083831244,51067404,4,29482727.802824017,0.0,51067404,34.142857142857146
0.0,0.1599988064089041,506011890,2,0.0,0.0,100000746,4.0
0.0,24.031932337881702,105734319,16,13485454.56386062,0.0,105734319,133.73684210526315
0.0,0.1584153161472187,628066409,2,0.0,0.0,101000335,4.0
0.0,24.757713957070145,102634678,14,14348411.613539862,0.0,102634678,149.47058823529412
0.0,0.1584156502306007,1122032717,2,0.0,0.0,101000122,4.0
0.0,24.771424145244268,102577873,14,14338205.715944985,0.0,102577873,149.47058823529412
0.0,2.4687945616793687,100048827,5,49991658.74883584,0.0,100048827,27.444444444444443
0.0,24.74675769266257,102680118,14,14348303.011654131,0.0,102680118,149.47058823529412
0.0,14.001201994403852,17069963,4,9854631.818905124,0.0,17069963,34.142857142857146
0.0,24.76405633566502,102608392,14,14338864.787035847,0.0,102608392,149.47058823529412
0.0,160000.0,518205092,1,0.0,0.0,50,4.0
0.0,24.745178707226557,102686670,14,14348609.306583475,0.0,102686670,149.47058823529412
0.0,24.749251656556243,102669771,14,14359162.763052242,0.0,102669771,149.47058823529412
0.0,285714.28571428574,228129146,1,0.0,0.0,28,4.0
0.0,0.1344358473186875,925106280,2,0.0,0.0,119015875,4.0
0.0,24.497271591069445,103725837,15,13919596.234872092,0.0,103725837,141.16666666666666
0.0,24.75688056406872,102638133,14,14348316.003106637,0.0,102638133,149.47058823529412
0.0,0.1599972256481072,1239061907,2,0.0,0.0,100001734,4.0
0.0,24.746003600762645,102683247,14,14358662.918420391,0.0,102683247,149.47058823529412
0.0,23.273946661100137,102689932,14,14359346.816528523,0.0,102689932,140.58823529411765
0.0,24.75869287353034,102630620,14,14338430.358534897,0.0,102630620,149.47058823529412
0.0,24.7406999869403,102705259,14,14359972.089116387,0.0,102705259,149.47058823529412
0.0,24.06121422886465,105605643,16,13465402.070714563,0.0,105605643,133.73684210526315
0.0,24.042949621230346,105685868,16,13484800.834518109,0.0,105685868,133.73684210526315
0.0,102564.10256410256,372167714,1,0.0,0.0,78,4.0
0.0,0.1600004880014884,713028799,2,0.0,0.0,99999695,4.0
0.0,140350.87719298244,309177777,1,0.0,0.0,57,4.0
0.0,24.04508962459398,105676462,16,13484075.91702353,0.0,105676462,133.73684210526315
0.0,117647.0588235294,527146904,1,0.0,0.0,68,4.0
0.0,24.04847149722821,105661601,16,13484229.985388543,0.0,105661601,133.73684210526315
0.0,24.76019492987213,102624394,14,14349037.554433083,0.0,102624394,149.47058823529412
0.0,24.06063962952107,105608165,16,13465369.443903591,0.0,105608165,133.73684210526315
0.0,23.040764501435405,103729197,15,13919800.138176324,0.0,103729197,132.77777777777777
0.0,0.1600009504056454,306044557,2,0.0,0.0,99999406,4.0
0.0,24.735539025652223,102726688,14,14360681.936310736,0.0,102726688,149.47058823529412
0.0,0.1467767895000948,482096823,2,0.0,0.0,109009061,4.0
0.0,24.51128869764317,103666520,15,13909203.684379812,0.0,103666520,141.16666666666666
0.0,86956.52173913043,591282203,1,0.0,0.0,92,4.0
0.0,24.77059127781566,102581322,14,14338133.582157934,0.0,102581322,149.47058823529412
0.0,14.015066020050226,17053077,4,9845053.580684075,0.0,17053077,34.142857142857146
0.0,5.421985288270965,44079795,4,25448685.34373203,0.0,44079795,34.142857142857146
0.0,0.152372824379149,921009769,2,0.0,0.0,105005601,4.0
0.0,24.75900914425917,102629309,14,14348810.457628548,0.0,102629309,149.47058823529412
0.0,24.04386736891792,105681834,16,13475331.020539869,0.0,105681834,133.73684210526315
0.0,24.508705113960755,103677448,15,13908396.40873624,0.0,103677448,141.16666666666666
0.0,0.1599968736610886,1239074253,2,0.0,0.0,100001954,4.0
0.0,0.1600012976105236,306025773,2,0.0,0.0,99999189,4.0
483.0,1330.5951151877928,536602,5,264249.7999904636,241.5,536602,79.33333333333333
0.0,24.73365522970509,102734512,14,14360674.891542757,0.0,102734512,149.47058823529412
483.0,12.8879245606517,1260123862,3,26928453.391506314,278.86018001858923,38097678,81.83333333333333
0.0,24.755793257502017,102642641,14,14338664.414262086,0.0,102642641,149.47058823529412
483.0,6.362953026542495,1277191455,3,54548409.83885874,278.86018001858923,77165429,81.83333333333333
0.0,153846.15384615384,556229393,1,0.0,0.0,52,4.0
0.0,24.04871571340245,105660528,16,13484681.36337956,0.0,105660528,133.73684210526315
0.0,24.74082958659709,102704721,14,14359653.690086288,0.0,102704721,149.47058823529412
0.0,140350.87719298244,964337921,1,0.0,0.0,57,4.0
483.0,8.498512569905891,1260125867,3,40842484.85290786,278.86018001858923,57774816,81.83333333333333
483.0,327.41282594531486,6413921,11,926861.5955096892,278.86018001858923,6413921,150.0
0.0,0.1600002832005012,300008771,2,0.0,0.0,99999823,4.0
483.0,4.237198474139092,1262134305,3,81930887.30217677,278.86018001858923,115878452,81.83333333333333
0.0,24.511534601489327,103665480,15,13919287.242057258,0.0,103665480,141.16666666666666
0.0,24.510084785794596,103671612,15,13909020.879484564,0.0,103671612,141.16666666666666
0.0,24.043839840018094,105681955,16,13484282.814861275,0.0,105681955,133.73684210526315
0.0,0.1355774025923602,774191354,2,0.0,0.0,118013767,4.0
0.0,0.1599987008105494,506032108,2,0.0,0.0,100000812,4.0
0.0,24.5218514015179,103621866,15,13899263.885385564,0.0,103621866,141.16666666666666
0.0,24.75577299803761,102642725,14,14338658.204277238,0.0,102642725,149.47058823529412
0.0,24.760883775091308,102621539,14,14338621.59046617,0.0,102621539,149.47058823529412
483.0,1337.2664700098328,533925,5,257343.09984580896,241.5,533925,79.33333333333333
0.0,0.1600008640046656,706010220,2,0.0,0.0,99999460,4.0
0.0,2.2314839074810715,107103618,4,61832749.10494944,0.0,107103618,34.142857142857146
0.0,153846.15384615384,372144580,1,0.0,0.0,52,4.0
0.0,2.329554139465389,106028873,5,49077226.65576042,0.0,106028873,27.444444444444443
